timestamp,solar_power,wind_power,battery_soc,load_demand,grid_power,temperature,ems_action
2026-06-01 23:50:00,0.0,1.52,20.0,35.18,33.66,18.43,GRID_FALLBACK
2026-06-01 23:55:00,0.0,0.63,20.0,35.57,34.94,18.31,GRID_FALLBACK
2026-06-02 00:00:00,0.0,0.12,20.0,35.02,34.9,18.41,GRID_FALLBACK
2026-06-02 00:05:00,0.0,0.16,20.0,35.49,35.33,18.2,GRID_FALLBACK
2026-06-02 00:10:00,0.0,0.0,20.0,35.28,35.28,18.28,GRID_FALLBACK
2026-06-02 00:15:00,0.0,0.12,20.0,34.52,34.4,18.26,GRID_FALLBACK
2026-06-02 00:20:00,0.0,0.02,20.0,34.56,34.54,17.56,GRID_FALLBACK
2026-06-02 00:25:00,0.0,0.31,20.0,35.74,35.43,17.69,GRID_FALLBACK
2026-06-02 00:30:00,0.0,0.01,20.0,34.82,34.81,17.3,GRID_FALLBACK
2026-06-02 00:35:00,0.0,0.01,20.0,35.56,35.55,17.57,GRID_FALLBACK
2026-06-02 00:40:00,0.0,0.2,20.0,35.35,35.15,17.33,GRID_FALLBACK
2026-06-02 00:45:00,0.0,0.03,20.0,34.93,34.9,17.44,GRID_FALLBACK
2026-06-02 00:50:00,0.0,0.04,20.0,34.65,34.61,17.63,GRID_FALLBACK
2026-06-02 00:55:00,0.0,0.46,20.0,35.34,34.88,17.01,GRID_FALLBACK
2026-06-02 01:00:00,0.0,0.08,20.0,35.96,35.88,16.77,GRID_FALLBACK
2026-06-02 01:05:00,0.0,0.06,20.0,34.79,34.73,17.35,GRID_FALLBACK
2026-06-02 01:10:00,0.0,0.05,20.0,34.79,34.74,16.78,GRID_FALLBACK
2026-06-02 01:15:00,0.0,0.32,20.0,34.49,34.17,16.86,GRID_FALLBACK
2026-06-02 01:20:00,0.0,0.32,20.0,35.13,34.81,16.82,GRID_FALLBACK
2026-06-02 01:25:00,0.0,0.39,20.0,34.52,34.13,16.32,GRID_FALLBACK
2026-06-02 01:30:00,0.0,0.7,20.0,35.11,34.41,16.21,GRID_FALLBACK
2026-06-02 01:35:00,0.0,0.08,20.0,35.63,35.55,16.85,GRID_FALLBACK
2026-06-02 01:40:00,0.0,0.05,20.0,35.14,35.09,16.6,GRID_FALLBACK
2026-06-02 01:45:00,0.0,0.8,20.0,34.71,33.91,16.6,GRID_FALLBACK
2026-06-02 01:50:00,0.0,1.01,20.0,34.83,33.82,16.11,GRID_FALLBACK
2026-06-02 01:55:00,0.0,0.93,20.0,35.31,34.38,16.67,GRID_FALLBACK
2026-06-02 02:00:00,0.0,1.1,20.0,34.95,33.85,16.33,GRID_FALLBACK
2026-06-02 02:05:00,0.0,1.07,20.0,35.54,34.47,16.26,GRID_FALLBACK
2026-06-02 02:10:00,0.0,0.15,20.0,34.79,34.64,15.94,GRID_FALLBACK
2026-06-02 02:15:00,0.0,0.9,20.0,35.26,34.36,15.9,GRID_FALLBACK
2026-06-02 02:20:00,0.0,1.18,20.0,35.53,34.35,15.86,GRID_FALLBACK
2026-06-02 02:25:00,0.0,0.23,20.0,34.32,34.09,15.76,GRID_FALLBACK
2026-06-02 02:30:00,0.0,0.29,20.0,35.68,35.39,15.87,GRID_FALLBACK
2026-06-02 02:35:00,0.0,0.15,20.0,35.36,35.21,15.89,GRID_FALLBACK
2026-06-02 02:40:00,0.0,0.42,20.0,34.85,34.43,15.68,GRID_FALLBACK
2026-06-02 02:45:00,0.0,0.47,20.0,34.64,34.17,16.33,GRID_FALLBACK
2026-06-02 02:50:00,0.0,0.4,20.0,34.21,33.81,15.84,GRID_FALLBACK
2026-06-02 02:55:00,0.0,0.7,20.0,35.06,34.36,16.2,GRID_FALLBACK
2026-06-02 03:00:00,0.0,0.47,20.0,34.75,34.28,16.03,GRID_FALLBACK
2026-06-02 03:05:00,0.0,0.86,20.0,35.07,34.21,16.3,GRID_FALLBACK
2026-06-02 03:10:00,0.0,1.12,20.0,35.05,33.93,16.06,GRID_FALLBACK
2026-06-02 03:15:00,0.0,1.13,20.0,34.21,33.08,15.74,GRID_FALLBACK
2026-06-02 03:20:00,0.0,1.18,20.0,35.47,34.29,16.1,GRID_FALLBACK
2026-06-02 03:25:00,0.0,0.48,20.0,35.12,34.64,16.06,GRID_FALLBACK
2026-06-02 03:30:00,0.0,2.21,20.0,35.44,33.23,16.25,GRID_FALLBACK
2026-06-02 03:35:00,0.0,0.57,20.0,36.05,35.48,15.73,GRID_FALLBACK
2026-06-02 03:40:00,0.0,0.58,20.0,35.02,34.44,15.78,GRID_FALLBACK
2026-06-02 03:45:00,0.0,1.98,20.0,35.17,33.19,16.37,GRID_FALLBACK
2026-06-02 03:50:00,0.0,3.05,20.0,34.91,31.86,16.1,GRID_FALLBACK
2026-06-02 03:55:00,0.0,2.23,20.0,34.56,32.33,16.36,GRID_FALLBACK
2026-06-02 04:00:00,0.0,2.61,20.0,34.26,31.65,16.3,GRID_FALLBACK
2026-06-02 04:05:00,0.0,2.54,20.0,35.09,32.55,15.94,GRID_FALLBACK
2026-06-02 04:10:00,0.0,1.61,20.0,34.9,33.29,16.63,GRID_FALLBACK
2026-06-02 04:15:00,0.0,3.36,20.0,35.03,31.67,16.6,GRID_FALLBACK
2026-06-02 04:20:00,0.0,1.42,20.0,34.08,32.66,16.79,GRID_FALLBACK
2026-06-02 04:25:00,0.0,1.14,20.0,35.33,34.19,16.62,GRID_FALLBACK
2026-06-02 04:30:00,0.0,4.09,20.0,34.29,30.2,16.4,GRID_FALLBACK
2026-06-02 04:35:00,0.0,3.62,20.0,34.77,31.15,16.51,GRID_FALLBACK
2026-06-02 04:40:00,0.0,2.08,20.0,34.53,32.45,16.89,GRID_FALLBACK
2026-06-02 04:45:00,0.0,1.48,20.0,35.95,34.47,16.6,GRID_FALLBACK
2026-06-02 04:50:00,0.0,2.75,20.0,35.28,32.53,17.23,GRID_FALLBACK
2026-06-02 04:55:00,0.0,4.56,20.0,34.66,30.1,17.34,GRID_FALLBACK
2026-06-02 05:00:00,0.0,4.57,20.0,35.17,30.6,16.79,GRID_FALLBACK
2026-06-02 05:05:00,0.0,5.04,20.0,35.7,30.66,17.0,GRID_FALLBACK
2026-06-02 05:10:00,0.0,2.18,20.0,34.41,32.23,17.63,GRID_FALLBACK
2026-06-02 05:15:00,0.0,5.68,20.0,34.48,28.8,17.47,GRID_FALLBACK
2026-06-02 05:20:00,0.0,4.84,20.0,35.39,30.55,17.2,GRID_FALLBACK
2026-06-02 05:25:00,0.0,5.32,20.0,35.08,29.76,17.3,GRID_FALLBACK
2026-06-02 05:30:00,0.0,7.07,20.0,34.49,27.42,17.95,GRID_FALLBACK
2026-06-02 05:35:00,0.0,7.61,20.0,34.81,27.2,18.13,GRID_FALLBACK
2026-06-02 05:40:00,0.0,7.22,20.0,35.25,28.03,17.96,GRID_FALLBACK
2026-06-02 05:45:00,0.0,4.01,20.0,34.63,30.62,17.89,GRID_FALLBACK
2026-06-02 05:50:00,0.0,8.19,20.0,35.16,26.97,18.1,GRID_FALLBACK
2026-06-02 05:55:00,0.0,4.61,20.0,34.93,30.32,18.55,GRID_FALLBACK
2026-06-02 06:00:00,0.08,8.3,20.0,34.66,26.28,18.06,GRID_FALLBACK
2026-06-02 06:05:00,2.15,7.73,20.0,35.36,25.48,18.33,GRID_FALLBACK
2026-06-02 06:10:00,4.25,9.04,20.0,34.79,21.5,18.4,GRID_FALLBACK
2026-06-02 06:15:00,6.57,7.31,20.0,35.69,21.81,18.96,GRID_FALLBACK
2026-06-02 06:20:00,9.22,3.44,20.0,35.81,23.15,18.97,GRID_FALLBACK
2026-06-02 06:25:00,10.41,8.71,20.0,35.04,15.92,19.2,GRID_FALLBACK
2026-06-02 06:30:00,13.03,7.17,20.0,35.18,14.98,19.13,GRID_FALLBACK
2026-06-02 06:35:00,15.06,6.88,20.0,34.91,12.96,19.26,GRID_FALLBACK
2026-06-02 06:40:00,17.87,9.14,20.0,35.74,8.73,19.79,GRID_FALLBACK
2026-06-02 06:45:00,19.46,4.68,20.0,35.23,11.09,19.24,GRID_FALLBACK
2026-06-02 06:50:00,21.15,6.19,20.0,35.4,8.06,19.52,GRID_FALLBACK
2026-06-02 06:55:00,22.77,10.13,20.0,35.73,2.83,19.63,GRID_FALLBACK
2026-06-02 07:00:00,24.99,7.83,20.0,34.02,1.2,19.67,GRID_FALLBACK
2026-06-02 07:05:00,27.35,9.99,20.08,35.33,0.0,20.15,BATTERY_CHARGING
2026-06-02 07:10:00,30.87,5.77,20.12,35.61,0.0,20.33,BATTERY_CHARGING
2026-06-02 07:15:00,32.93,11.79,20.51,34.82,0.0,20.1,BATTERY_CHARGING
2026-06-02 07:20:00,33.75,12.39,20.93,35.53,0.0,20.96,BATTERY_CHARGING
2026-06-02 07:25:00,36.32,5.88,21.2,35.47,0.0,20.7,BATTERY_CHARGING
2026-06-02 07:30:00,37.19,10.75,21.68,35.92,0.0,21.26,BATTERY_CHARGING
2026-06-02 07:35:00,36.85,5.46,21.95,35.45,0.0,21.1,BATTERY_CHARGING
2026-06-02 07:40:00,39.04,7.98,22.46,34.11,0.0,21.48,BATTERY_CHARGING
2026-06-02 07:45:00,43.03,7.81,23.09,35.0,0.0,21.82,BATTERY_CHARGING
2026-06-02 07:50:00,46.68,10.2,23.95,35.09,0.0,21.72,BATTERY_CHARGING
2026-06-02 07:55:00,45.54,10.51,24.8,34.47,0.0,21.48,BATTERY_CHARGING
2026-06-02 08:00:00,48.9,8.27,24.93,53.94,0.0,21.53,BATTERY_CHARGING
2026-06-02 08:05:00,50.18,5.98,25.0,54.38,0.0,22.14,BATTERY_CHARGING
2026-06-02 08:10:00,52.34,8.77,25.18,56.5,0.0,22.18,BATTERY_CHARGING
2026-06-02 08:15:00,54.8,8.84,25.55,54.41,0.0,22.5,BATTERY_CHARGING
2026-06-02 08:20:00,55.06,9.87,25.97,54.32,0.0,22.56,BATTERY_CHARGING
2026-06-02 08:25:00,58.28,6.94,26.35,55.56,0.0,22.86,BATTERY_CHARGING
2026-06-02 08:30:00,59.61,8.81,26.84,56.02,0.0,23.2,BATTERY_CHARGING
2026-06-02 08:35:00,56.93,7.83,27.18,56.27,0.0,22.99,BATTERY_CHARGING
2026-06-02 08:40:00,61.24,11.23,27.86,55.18,0.0,23.46,BATTERY_CHARGING
2026-06-02 08:45:00,62.72,11.5,28.6,55.63,0.0,23.17,BATTERY_CHARGING
2026-06-02 08:50:00,62.91,10.13,29.28,55.93,0.0,23.62,BATTERY_CHARGING
2026-06-02 08:55:00,65.77,12.13,30.15,55.73,0.0,23.75,BATTERY_CHARGING
2026-06-02 09:00:00,63.95,10.69,29.44,91.01,0.0,23.66,NORMAL_OPERATION
2026-06-02 09:05:00,69.84,15.27,29.21,90.27,0.0,24.41,NORMAL_OPERATION
2026-06-02 09:10:00,69.65,7.17,28.59,90.93,0.0,24.23,NORMAL_OPERATION
2026-06-02 09:15:00,75.28,8.92,28.32,90.26,0.0,24.47,NORMAL_OPERATION
2026-06-02 09:20:00,70.8,12.07,28.09,88.25,0.0,24.61,NORMAL_OPERATION
2026-06-02 09:25:00,76.65,16.16,28.24,89.04,0.0,25.24,BATTERY_CHARGING
2026-06-02 09:30:00,75.67,13.34,28.21,89.55,0.0,25.03,NORMAL_OPERATION
2026-06-02 09:35:00,75.57,8.31,28.01,88.49,0.0,25.34,NORMAL_OPERATION
2026-06-02 09:40:00,79.46,10.44,28.04,89.26,0.0,25.76,BATTERY_CHARGING
2026-06-02 09:45:00,78.33,10.31,27.97,90.24,0.0,25.32,NORMAL_OPERATION
2026-06-02 09:50:00,76.68,8.56,27.74,90.34,0.0,25.41,NORMAL_OPERATION
2026-06-02 09:55:00,80.15,12.55,27.82,90.66,0.0,26.01,BATTERY_CHARGING
2026-06-02 10:00:00,83.2,12.59,28.12,88.3,0.0,26.24,BATTERY_CHARGING
2026-06-02 10:05:00,82.37,10.61,28.25,89.76,0.0,26.39,BATTERY_CHARGING
2026-06-02 10:10:00,79.34,11.95,28.35,88.8,0.0,26.52,BATTERY_CHARGING
2026-06-02 10:15:00,89.39,8.13,28.61,90.85,0.0,26.46,BATTERY_CHARGING
2026-06-02 10:20:00,82.05,11.24,28.78,89.06,0.0,26.67,BATTERY_CHARGING
2026-06-02 10:25:00,89.54,10.9,29.21,89.49,0.0,26.93,BATTERY_CHARGING
2026-06-02 10:30:00,84.33,10.01,29.38,89.96,0.0,27.28,BATTERY_CHARGING
2026-06-02 10:35:00,84.61,13.89,29.7,90.62,0.0,26.9,BATTERY_CHARGING
2026-06-02 10:40:00,83.58,14.11,29.98,90.45,0.0,27.33,BATTERY_CHARGING
2026-06-02 10:45:00,91.84,7.95,30.43,88.48,0.0,27.64,BATTERY_CHARGING
2026-06-02 10:50:00,91.07,13.16,30.95,91.21,0.0,27.73,BATTERY_CHARGING
2026-06-02 10:55:00,86.3,13.98,31.32,90.78,0.0,27.52,BATTERY_CHARGING
2026-06-02 11:00:00,88.98,14.38,31.84,90.28,0.0,27.8,SOLAR_SURGE
2026-06-02 11:05:00,91.98,12.14,32.43,89.19,0.0,28.08,SOLAR_SURGE
2026-06-02 11:10:00,86.73,9.14,32.62,91.2,0.0,28.19,SOLAR_SURGE
2026-06-02 11:15:00,93.25,6.98,33.07,88.73,0.0,28.58,SOLAR_SURGE
2026-06-02 11:20:00,93.75,11.25,33.67,89.85,0.0,28.85,SOLAR_SURGE
2026-06-02 11:25:00,89.47,10.01,34.05,89.77,0.0,28.41,SOLAR_SURGE
2026-06-02 11:30:00,91.13,7.22,34.4,89.7,0.0,28.63,SOLAR_SURGE
2026-06-02 11:35:00,93.92,14.33,35.13,89.8,0.0,28.81,SOLAR_SURGE
2026-06-02 11:40:00,91.01,6.12,35.45,89.09,0.0,29.27,SOLAR_SURGE
2026-06-02 11:45:00,89.93,14.99,36.09,88.72,0.0,29.43,SOLAR_SURGE
2026-06-02 11:50:00,94.83,13.57,36.8,90.35,0.0,29.09,SOLAR_SURGE
2026-06-02 11:55:00,93.21,5.86,37.15,90.26,0.0,29.25,SOLAR_SURGE
2026-06-02 12:00:00,91.01,12.98,39.13,37.51,-16.48,29.59,SOLAR_SURGE
2026-06-02 12:05:00,94.09,13.93,41.11,37.29,-20.73,29.85,SOLAR_SURGE
2026-06-02 12:10:00,92.76,10.03,43.09,38.56,-14.23,29.57,SOLAR_SURGE
2026-06-02 12:15:00,91.26,7.4,45.07,38.16,-10.5,30.29,SOLAR_SURGE
2026-06-02 12:20:00,97.56,12.6,47.05,37.76,-22.4,29.96,SOLAR_SURGE
2026-06-02 12:25:00,92.02,8.89,49.03,39.04,-11.87,30.24,SOLAR_SURGE
2026-06-02 12:30:00,88.64,9.06,51.0,38.45,-9.25,30.05,SOLAR_SURGE
2026-06-02 12:35:00,88.67,5.0,52.98,37.34,-6.32,30.82,SOLAR_SURGE
2026-06-02 12:40:00,88.95,8.2,54.96,37.95,-9.2,30.2,SOLAR_SURGE
2026-06-02 12:45:00,95.12,8.26,56.94,37.53,-15.85,30.81,SOLAR_SURGE
2026-06-02 12:50:00,93.48,10.42,58.92,37.91,-15.99,30.76,SOLAR_SURGE
2026-06-02 12:55:00,88.51,4.77,60.9,38.58,-4.69,31.11,SOLAR_SURGE
2026-06-02 13:00:00,93.58,6.95,62.7,55.05,0.0,30.57,SOLAR_SURGE
2026-06-02 13:05:00,92.7,8.89,64.54,55.11,0.0,31.21,SOLAR_SURGE
2026-06-02 13:10:00,85.89,4.92,65.94,55.36,0.0,31.32,SOLAR_SURGE
2026-06-02 13:15:00,91.77,9.31,67.78,54.65,0.0,31.39,SOLAR_SURGE
2026-06-02 13:20:00,87.57,5.78,69.31,54.77,0.0,30.91,SOLAR_SURGE
2026-06-02 13:25:00,85.47,8.17,70.85,54.59,0.0,31.0,SOLAR_SURGE
2026-06-02 13:30:00,85.5,5.59,72.24,56.22,0.0,31.19,SOLAR_SURGE
2026-06-02 13:35:00,82.27,5.64,73.54,55.04,0.0,31.79,SOLAR_SURGE
2026-06-02 13:40:00,85.5,5.99,74.97,55.2,0.0,31.18,SOLAR_SURGE
2026-06-02 13:45:00,86.38,5.58,76.42,55.34,0.0,31.94,SOLAR_SURGE
2026-06-02 13:50:00,84.56,6.03,77.82,55.2,0.0,31.24,SOLAR_SURGE
2026-06-02 13:55:00,79.14,3.79,78.94,54.76,0.0,31.68,SOLAR_SURGE
2026-06-02 14:00:00,82.67,4.4,80.17,55.94,0.0,31.66,BATTERY_CHARGING
2026-06-02 14:05:00,75.68,6.53,81.26,54.68,0.0,31.9,BATTERY_CHARGING
2026-06-02 14:10:00,73.56,6.22,82.19,56.24,0.0,31.46,BATTERY_CHARGING
2026-06-02 14:15:00,77.39,7.9,83.43,54.03,0.0,32.01,BATTERY_CHARGING
2026-06-02 14:20:00,75.71,4.24,84.45,54.13,0.0,31.54,BATTERY_CHARGING
2026-06-02 14:25:00,72.67,5.78,85.42,53.86,0.0,32.15,BATTERY_CHARGING
2026-06-02 14:30:00,72.22,2.71,86.22,54.84,0.0,32.16,BATTERY_CHARGING
2026-06-02 14:35:00,73.9,3.2,87.13,54.02,0.0,32.32,BATTERY_CHARGING
2026-06-02 14:40:00,69.54,2.08,87.83,54.0,0.0,32.23,BATTERY_CHARGING
2026-06-02 14:45:00,69.12,4.68,88.57,55.07,0.0,31.87,BATTERY_CHARGING
2026-06-02 14:50:00,66.28,2.58,89.13,54.69,0.0,31.95,BATTERY_CHARGING
2026-06-02 14:55:00,63.57,2.06,89.55,55.06,0.0,32.26,BATTERY_CHARGING
2026-06-02 15:00:00,66.46,4.89,90.21,54.83,0.0,32.07,BATTERY_CHARGING
2026-06-02 15:05:00,61.04,4.8,90.67,54.01,0.0,31.7,BATTERY_CHARGING
2026-06-02 15:10:00,59.79,2.63,90.98,54.66,0.0,32.05,BATTERY_CHARGING
2026-06-02 15:15:00,61.9,4.73,91.45,54.71,0.0,31.73,BATTERY_CHARGING
2026-06-02 15:20:00,58.84,1.4,91.69,54.23,0.0,31.9,BATTERY_CHARGING
2026-06-02 15:25:00,57.3,3.96,91.9,56.09,0.0,31.97,BATTERY_CHARGING
2026-06-02 15:30:00,56.31,4.35,92.15,54.26,0.0,31.97,BATTERY_CHARGING
2026-06-02 15:35:00,51.95,3.52,92.13,55.99,0.0,31.68,NORMAL_OPERATION
2026-06-02 15:40:00,50.42,1.18,91.96,55.32,0.0,32.28,NORMAL_OPERATION
2026-06-02 15:45:00,49.07,1.37,91.74,55.48,0.0,31.49,NORMAL_OPERATION
2026-06-02 15:50:00,51.59,2.37,91.67,55.61,0.0,32.09,NORMAL_OPERATION
2026-06-02 15:55:00,45.72,2.16,91.34,55.41,0.0,31.93,NORMAL_OPERATION
2026-06-02 16:00:00,46.74,1.82,91.09,54.19,0.0,31.72,NORMAL_OPERATION
2026-06-02 16:05:00,42.22,1.03,90.53,56.14,0.0,31.28,NORMAL_OPERATION
2026-06-02 16:10:00,45.3,1.91,90.14,56.14,0.0,31.49,NORMAL_OPERATION
2026-06-02 16:15:00,41.29,3.05,89.72,53.87,0.0,31.94,NORMAL_OPERATION
2026-06-02 16:20:00,37.76,2.35,89.06,55.06,0.0,31.24,NORMAL_OPERATION
2026-06-02 16:25:00,35.29,2.22,88.31,54.57,0.0,31.61,NORMAL_OPERATION
2026-06-02 16:30:00,37.24,1.93,87.58,55.86,0.0,31.54,NORMAL_OPERATION
2026-06-02 16:35:00,35.58,1.48,86.78,55.4,0.0,31.69,NORMAL_OPERATION
2026-06-02 16:40:00,32.57,1.78,85.85,55.54,0.0,31.6,NORMAL_OPERATION
2026-06-02 16:45:00,29.55,1.4,84.82,54.44,0.0,30.85,NORMAL_OPERATION
2026-06-02 16:50:00,28.13,0.42,83.64,55.42,0.0,30.75,NORMAL_OPERATION
2026-06-02 16:55:00,25.98,0.74,82.42,54.55,0.0,31.32,NORMAL_OPERATION
2026-06-02 17:00:00,23.09,0.41,81.9,35.43,0.0,31.05,NORMAL_OPERATION
2026-06-02 17:05:00,20.69,0.29,81.28,34.94,0.0,30.69,NORMAL_OPERATION
2026-06-02 17:10:00,19.34,0.28,80.6,35.17,0.0,30.78,NORMAL_OPERATION
2026-06-02 17:15:00,17.69,0.31,79.89,34.21,0.0,30.28,NORMAL_OPERATION
2026-06-02 17:20:00,16.89,1.02,79.13,35.23,0.0,30.32,NORMAL_OPERATION
2026-06-02 17:25:00,14.61,0.18,78.23,35.34,0.0,30.28,NORMAL_OPERATION
2026-06-02 17:30:00,12.39,0.35,77.25,34.98,0.0,30.24,NORMAL_OPERATION
2026-06-02 17:35:00,10.07,0.31,76.16,35.44,0.0,29.86,NORMAL_OPERATION
2026-06-02 17:40:00,7.71,0.73,75.0,34.88,0.0,30.05,NORMAL_OPERATION
2026-06-02 17:45:00,5.93,0.41,73.75,34.78,0.0,30.32,NORMAL_OPERATION
2026-06-02 17:50:00,4.42,0.78,72.47,34.24,0.0,29.71,NORMAL_OPERATION
2026-06-02 17:55:00,1.99,0.5,71.02,35.74,0.0,29.81,NORMAL_OPERATION
2026-06-02 18:00:00,0.0,0.88,69.49,35.6,0.0,29.59,NORMAL_OPERATION
2026-06-02 18:05:00,0.0,0.59,67.97,35.24,0.0,29.2,NORMAL_OPERATION
2026-06-02 18:10:00,0.0,0.43,66.48,34.55,0.0,29.65,NORMAL_OPERATION
2026-06-02 18:15:00,0.0,0.91,64.97,35.27,0.0,29.01,NORMAL_OPERATION
2026-06-02 18:20:00,0.0,0.21,63.41,35.87,0.0,29.08,NORMAL_OPERATION
2026-06-02 18:25:00,0.0,0.71,61.88,35.4,0.0,29.27,NORMAL_OPERATION
2026-06-02 18:30:00,0.0,0.12,60.37,34.62,0.0,28.78,NORMAL_OPERATION
2026-06-02 18:35:00,0.0,0.3,58.85,34.99,0.0,29.03,NORMAL_OPERATION
2026-06-02 18:40:00,0.0,0.25,57.3,35.68,0.0,28.52,NORMAL_OPERATION
2026-06-02 18:45:00,0.0,0.02,55.78,34.68,0.0,28.78,NORMAL_OPERATION
2026-06-02 18:50:00,0.0,0.1,54.24,35.04,0.0,28.17,NORMAL_OPERATION
2026-06-02 18:55:00,0.0,0.02,52.7,35.29,0.0,27.78,NORMAL_OPERATION
2026-06-02 19:00:00,0.0,0.06,51.18,34.73,0.0,27.63,NORMAL_OPERATION
2026-06-02 19:05:00,0.0,0.01,49.62,35.39,0.0,28.18,NORMAL_OPERATION
2026-06-02 19:10:00,0.0,0.22,48.12,34.58,0.0,27.52,NORMAL_OPERATION
2026-06-02 19:15:00,0.0,0.07,46.57,35.38,0.0,27.25,NORMAL_OPERATION
2026-06-02 19:20:00,0.0,0.01,45.05,34.73,0.0,27.31,NORMAL_OPERATION
2026-06-02 19:25:00,0.0,0.3,43.5,35.52,0.0,27.41,NORMAL_OPERATION
2026-06-02 19:30:00,0.0,0.07,41.98,34.63,0.0,26.79,NORMAL_OPERATION
2026-06-02 19:35:00,0.0,0.01,40.42,35.73,0.0,27.2,NORMAL_OPERATION
2026-06-02 19:40:00,0.0,0.29,38.89,35.19,0.0,26.54,NORMAL_OPERATION
2026-06-02 19:45:00,0.0,0.1,37.4,34.12,0.0,26.83,NORMAL_OPERATION
2026-06-02 19:50:00,0.0,0.0,35.83,35.64,0.0,26.3,NORMAL_OPERATION
2026-06-02 19:55:00,0.0,0.23,34.28,35.51,0.0,26.12,NORMAL_OPERATION
2026-06-02 20:00:00,0.0,0.0,32.73,35.39,0.0,25.9,NORMAL_OPERATION
2026-06-02 20:05:00,0.0,0.09,31.22,34.58,0.0,26.19,NORMAL_OPERATION
2026-06-02 20:10:00,0.0,0.12,29.71,34.46,0.0,25.35,NORMAL_OPERATION
2026-06-02 20:15:00,0.0,0.0,28.19,34.79,0.0,25.68,BATTERY_DISCHARGING
2026-06-02 20:20:00,0.0,0.06,26.66,34.8,0.0,25.23,NORMAL_OPERATION
2026-06-02 20:25:00,0.0,0.02,25.11,35.48,0.0,25.1,NORMAL_OPERATION
2026-06-02 20:30:00,0.0,0.02,23.55,35.47,0.0,24.96,NORMAL_OPERATION
2026-06-02 20:35:00,0.0,0.04,22.05,34.44,0.0,24.77,NORMAL_OPERATION
2026-06-02 20:40:00,0.0,0.05,20.49,35.44,0.0,24.35,NORMAL_OPERATION
2026-06-02 20:45:00,0.0,0.0,20.0,34.6,23.36,24.69,GRID_FALLBACK
2026-06-02 20:50:00,0.0,0.09,20.0,35.26,35.17,24.67,GRID_FALLBACK
2026-06-02 20:55:00,0.0,0.04,20.0,35.65,35.61,24.32,GRID_FALLBACK
2026-06-02 21:00:00,0.0,0.0,20.0,35.38,35.38,23.93,GRID_FALLBACK
2026-06-02 21:05:00,0.0,0.0,20.0,35.23,35.23,23.58,GRID_FALLBACK
2026-06-02 21:10:00,0.0,0.01,20.0,35.76,35.75,23.98,GRID_FALLBACK
2026-06-02 21:15:00,0.0,0.0,20.0,34.26,34.26,23.78,GRID_FALLBACK
2026-06-02 21:20:00,0.0,0.0,20.0,35.19,35.19,23.55,GRID_FALLBACK
2026-06-02 21:25:00,0.0,0.05,20.0,34.86,34.81,22.8,GRID_FALLBACK
2026-06-02 21:30:00,0.0,0.0,20.0,35.54,35.54,22.82,GRID_FALLBACK
2026-06-02 21:35:00,0.0,0.13,20.0,34.55,34.42,23.08,GRID_FALLBACK
2026-06-02 21:40:00,0.0,0.0,20.0,34.41,34.41,22.61,GRID_FALLBACK
2026-06-02 21:45:00,0.0,0.0,20.0,34.9,34.9,22.72,GRID_FALLBACK
2026-06-02 21:50:00,0.0,0.0,20.0,35.51,35.51,22.59,GRID_FALLBACK
2026-06-02 21:55:00,0.0,0.0,20.0,34.92,34.92,22.09,GRID_FALLBACK
2026-06-02 22:00:00,0.0,0.0,20.0,35.42,35.42,21.75,GRID_FALLBACK
2026-06-02 22:05:00,0.0,0.02,20.0,35.16,35.14,21.97,GRID_FALLBACK
2026-06-02 22:10:00,0.0,0.0,20.0,34.44,34.44,21.97,GRID_FALLBACK
2026-06-02 22:15:00,0.0,0.08,20.0,34.61,34.53,21.04,GRID_FALLBACK
2026-06-02 22:20:00,0.0,0.04,20.0,34.53,34.49,21.37,GRID_FALLBACK
2026-06-02 22:25:00,0.0,0.0,20.0,35.4,35.4,21.01,GRID_FALLBACK
2026-06-02 22:30:00,0.0,0.02,20.0,34.97,34.95,20.77,GRID_FALLBACK
2026-06-02 22:35:00,0.0,0.11,20.0,34.59,34.48,21.17,GRID_FALLBACK
2026-06-02 22:40:00,0.0,0.0,20.0,34.7,34.7,20.98,GRID_FALLBACK
2026-06-02 22:45:00,0.0,0.02,20.0,34.39,34.37,20.17,GRID_FALLBACK
2026-06-02 22:50:00,0.0,0.11,20.0,34.63,34.52,20.43,GRID_FALLBACK
2026-06-02 22:55:00,0.0,0.04,20.0,34.96,34.92,19.79,GRID_FALLBACK
2026-06-02 23:00:00,0.0,0.0,20.0,35.06,35.06,20.15,GRID_FALLBACK
2026-06-02 23:05:00,0.0,0.04,20.0,34.78,34.74,19.57,GRID_FALLBACK
2026-06-02 23:10:00,0.0,0.03,20.0,34.62,34.59,19.83,GRID_FALLBACK
2026-06-02 23:15:00,0.0,0.0,20.0,34.15,34.15,19.24,GRID_FALLBACK
2026-06-02 23:20:00,0.0,0.0,20.0,34.86,34.86,19.17,GRID_FALLBACK
2026-06-02 23:25:00,0.0,0.0,20.0,34.82,34.82,19.43,GRID_FALLBACK
2026-06-02 23:30:00,0.0,0.0,20.0,35.52,35.52,19.48,GRID_FALLBACK
2026-06-02 23:35:00,0.0,0.0,20.0,34.35,34.35,19.26,GRID_FALLBACK
2026-06-02 23:40:00,0.0,0.0,20.0,34.86,34.86,19.04,GRID_FALLBACK
